0,1,2
2.947822199713,-1.000000000000,-1.000000000000
0.000000000000,0.000000000000,0.000000000000
-0.160455338571,0.187179201905,0.041449133865
-0.160455338571,0.187179201905,0.041449133865
-0.140854513210,-0.176355490509,-0.116843448580
-0.391853963070,-0.439892877604,0.267550321784
-0.070729544817,0.414369155845,-0.335577256035
-0.086195520219,0.311829848418,0.219055248567
-0.345208267111,-0.268387854318,0.525607778799
0.272445264050,-0.099575535044,0.322461303602
0.103513945589,0.145574568957,-0.134972554110
-0.831694866912,0.343982379726,-0.269536407144
-0.114644436646,0.218147951590,-0.496769126527
0.203610937734,0.133659778631,0.060035587153
-0.160455338571,0.187179201905,0.041449133865
-0.160455338571,0.187179201905,0.041449133865
0.000000000000,0.000000000000,0.000000000000
